날짜,종가,오픈,고가,저가,거래량,변동 %
2018년 10월 05일,"258,500","252,000","261,500","249,500",72.09K,2.17%
2018년 10월 04일,"253,000","250,500","257,000","249,500",31.53K,1.20%
2018년 10월 03일,"250,000","255,000","257,000","245,500",34.22K,-1.96%
2018년 10월 02일,"255,000","258,000","259,500","253,000",21.67K,-1.16%
2018년 10월 01일,"258,000","260,000","262,500","250,500",33.33K,-0.58%
2018년 09월 30일,"259,500","258,000","265,500","253,500",37.24K,0.58%
2018년 09월 29일,"258,000","248,500","266,000","241,000",65.29K,4.24%
2018년 09월 28일,"247,500","255,000","259,000","241,000",50.43K,-2.94%
2018년 09월 27일,"255,000","241,500","259,500","236,500",52.88K,5.81%
2018년 09월 26일,"241,000","248,000","252,500","236,500",45.33K,-2.82%
2018년 09월 25일,"248,000","257,500","258,500","233,000",40.54K,-4.06%
2018년 09월 24일,"258,500","274,000","276,500","255,000",24.41K,-5.66%
2018년 09월 23일,"274,000","269,500","278,500","266,000",39.49K,1.67%
2018년 09월 22일,"269,500","276,000","288,000","260,000",65.09K,-2.36%
2018년 09월 21일,"276,000","252,000","285,000","246,000",106.76K,9.52%
2018년 09월 20일,"252,000","238,500","254,500","234,000",48.00K,5.66%
2018년 09월 19일,"238,500","238,500","244,000","225,500",40.92K,-0.42%
2018년 09월 18일,"239,500","225,500","244,500","221,500",82.51K,6.21%
2018년 09월 17일,"225,500","248,500","254,500","221,000",63.17K,-9.07%
2018년 09월 16일,"248,000","251,000","252,000","235,500",43.22K,-1.20%
2018년 09월 15일,"251,000","237,000","256,000","235,000",84.75K,5.91%
2018년 09월 14일,"237,000","239,500","253,500","230,000",132.44K,-1.04%
2018년 09월 13일,"239,500","210,000","243,500","209,000",95.34K,14.05%
2018년 09월 12일,"210,000","213,000","214,500","193,000",86.18K,-1.41%
2018년 09월 11일,"213,000","226,500","229,000","203,500",41.26K,-5.96%
2018년 09월 10일,"226,500","226,500","234,000","216,000",44.78K,-0.22%
2018년 09월 09일,"227,000","229,500","240,500","214,500",63.12K,-1.09%
2018년 09월 08일,"229,500","248,000","253,500","221,000",42.84K,-7.65%
2018년 09월 07일,"248,500","265,000","271,500","247,500",55.94K,-6.23%
2018년 09월 06일,"265,000","261,500","269,500","248,000",65.44K,0.76%
2018년 09월 05일,"263,000","321,000","323,000","261,000",70.74K,-18.07%
2018년 09월 04일,"321,000","323,000","326,500","318,000",35.92K,-0.62%
2018년 09월 03일,"323,000","328,000","330,000","320,500",20.40K,-1.52%
2018년 09월 02일,"328,000","328,000","334,500","322,500",36.54K,0.00%
2018년 09월 01일,"328,000","317,500","334,500","316,000",42.79K,3.80%
2018년 08월 31일,"316,000","318,000","319,500","312,000",27.60K,-0.63%
2018년 08월 30일,"318,000","320,000","326,500","308,000",50.17K,-0.63%
2018년 08월 29일,"320,000","327,500","330,500","317,000",34.59K,-2.29%
2018년 08월 28일,"327,500","320,500","329,500","315,000",24.17K,2.66%
2018년 08월 27일,"319,000","310,000","319,500","306,000",29.23K,2.90%
2018년 08월 26일,"310,000","314,000","314,500","306,500",14.66K,-1.27%
2018년 08월 25일,"314,000","317,000","320,000","313,000",141.12K,-0.95%
2018년 08월 24일,"317,000","315,000","321,000","307,000",14.30K,0.63%
2018년 08월 23일,"315,000","309,000","321,000","308,000",18.89K,1.94%
2018년 08월 22일,"309,000","320,500","339,000","300,000",30.08K,-3.89%
2018년 08월 21일,"321,500","314,000","328,000","313,000",18.47K,2.39%
2018년 08월 20일,"314,000","343,500","349,500","312,500",22.41K,-8.59%
2018년 08월 19일,"343,500","341,000","353,000","333,000",13.56K,0.73%
2018년 08월 18일,"341,000","361,500","368,000","329,000",22.37K,-5.67%
2018년 08월 17일,"361,500","333,000","365,000","332,000",30.36K,8.56%
2018년 08월 16일,"333,000","328,000","345,500","322,500",20.05K,1.52%
2018년 08월 15일,"328,000","325,000","351,500","323,500",29.31K,0.77%
2018년 08월 14일,"325,500","336,000","336,000","294,700",46.33K,-3.13%
2018년 08월 13일,"336,000","371,500","376,500","332,500",27.06K,-9.92%
2018년 08월 12일,"373,000","373,500","383,500","370,500",10.49K,-0.13%
2018년 08월 11일,"373,500","389,500","392,000","360,000",23.23K,-4.11%
2018년 08월 10일,"389,500","419,500","423,500","383,000",19.57K,-7.15%
2018년 08월 09일,"419,500","414,500","427,500","409,000",17.21K,1.21%
2018년 08월 08일,"414,500","436,500","443,500","410,000",23.18K,-5.04%
2018년 08월 07일,"436,500","466,000","472,000","430,000",16.06K,-6.33%
2018년 08월 06일,"466,000","470,500","475,000","462,000",10.60K,-0.96%
2018년 08월 05일,"470,500","467,500","475,000","462,000",7.98K,0.64%
2018년 08월 04일,"467,500","478,000","482,500","461,500",10.43K,-2.09%
2018년 08월 03일,"477,500","474,000","478,500","455,000",9.40K,0.74%
2018년 08월 02일,"474,000","480,000","487,000","467,500",8.88K,-1.15%
2018년 08월 01일,"479,500","488,500","490,500","465,000",13.73K,-1.84%
2018년 07월 31일,"488,500","516,000","516,000","483,000",14.99K,-5.33%
2018년 07월 30일,"516,000","521,000","522,500","504,500",9.88K,-0.96%
2018년 07월 29일,"521,000","522,500","525,000","518,000",4.93K,-0.29%
2018년 07월 28일,"522,500","521,500","525,500","515,000",4.33K,0.19%
2018년 07월 27일,"521,500","522,500","527,000","513,500",11.36K,-0.19%
2018년 07월 26일,"522,500","527,500","539,000","516,500",19.26K,-0.76%
2018년 07월 25일,"526,500","536,000","538,000","520,000",11.17K,-1.13%
2018년 07월 24일,"532,500","509,000","543,500","508,000",33.70K,4.31%
2018년 07월 23일,"510,500","512,000","524,000","508,000",17.93K,-0.29%
2018년 07월 22일,"512,000","521,000","531,000","511,500",15.30K,-1.73%
2018년 07월 21일,"521,000","512,000","528,000","503,000",10.42K,1.76%
2018년 07월 20일,"512,000","528,500","529,000","505,000",17.32K,-2.94%
2018년 07월 19일,"527,500","535,000","537,500","520,500",17.16K,-1.40%
2018년 07월 18일,"535,000","546,500","561,000","526,500",30.96K,-2.46%
2018년 07월 17일,"548,500","531,000","554,500","516,000",32.75K,3.30%
2018년 07월 16일,"531,000","508,500","532,000","501,500",36.50K,4.42%
2018년 07월 15일,"508,500","494,500","515,000","492,000",21.72K,2.83%
2018년 07월 14일,"494,500","492,000","499,000","488,500",12.15K,0.51%
2018년 07월 13일,"492,000","490,500","501,000","483,000",21.14K,0.41%
2018년 07월 12일,"490,000","505,500","505,500","477,500",23.13K,-2.78%
2018년 07월 11일,"504,000","490,000","507,500","485,000",26.03K,2.86%
2018년 07월 10일,"490,000","530,000","533,500","488,500",46.72K,-7.55%
2018년 07월 09일,"530,000","539,000","541,000","528,000",19.38K,-1.67%
2018년 07월 08일,"539,000","536,000","546,000","534,000",31.34K,0.56%
2018년 07월 07일,"536,000","530,500","537,000","519,500",20.21K,1.13%
2018년 07월 06일,"530,000","519,500","531,000","508,000",26.59K,2.12%
2018년 07월 05일,"519,000","514,000","523,000","510,500",33.57K,0.87%
2018년 07월 04일,"514,500","510,000","525,500","493,500",35.41K,0.88%
2018년 07월 03일,"510,000","523,000","534,500","508,000",56.35K,-2.49%
2018년 07월 02일,"523,000","503,000","528,000","494,000",46.88K,3.77%
2018년 07월 01일,"504,000","507,500","511,000","495,500",33.51K,-0.69%
2018년 06월 30일,"507,500","487,000","516,500","487,000",50.04K,4.10%
2018년 06월 29일,"487,500","479,000","495,500","460,000",41.20K,1.99%
2018년 06월 28일,"478,000","498,500","501,000","475,000",26.90K,-4.11%
2018년 06월 27일,"498,500","489,500","505,000","481,000",22.61K,1.84%
2018년 06월 26일,"489,500","516,000","519,000","487,500",25.11K,-5.04%
2018년 06월 25일,"515,500","518,500","533,000","505,000",30.94K,-0.58%
2018년 06월 24일,"518,500","542,500","545,000","485,000",40.27K,-4.42%
2018년 06월 23일,"542,500","534,000","548,000","520,500",18.51K,1.59%
2018년 06월 22일,"534,000","586,000","588,000","519,500",40.50K,-8.87%
2018년 06월 21일,"586,000","592,500","603,000","580,000",20.40K,-1.10%
2018년 06월 20일,"592,500","599,000","599,500","553,000",44.03K,-1.09%
2018년 06월 19일,"599,000","575,000","612,000","570,500",45.28K,4.17%
2018년 06월 18일,"575,000","556,000","579,000","546,500",27.72K,3.42%
2018년 06월 17일,"556,000","556,000","565,500","552,000",17.99K,0.00%
2018년 06월 16일,"556,000","554,500","563,000","544,000",18.16K,0.36%
2018년 06월 15일,"554,000","576,000","578,500","543,500",49.17K,-3.82%
2018년 06월 14일,"576,000","531,500","579,000","516,500",73.67K,8.27%
2018년 06월 13일,"532,000","556,000","560,500","507,000",49.51K,-4.32%
2018년 06월 12일,"556,000","590,500","598,000","543,500",53.34K,-5.92%
2018년 06월 11일,"591,000","587,500","599,000","566,000",54.35K,0.42%
2018년 06월 10일,"588,500","651,000","651,000","564,500",63.80K,-9.88%
2018년 06월 09일,"653,000","656,000","664,000","651,000",18.47K,-0.61%
2018년 06월 08일,"657,000","658,500","661,500","651,500",29.85K,-0.15%
2018년 06월 07일,"658,000","661,500","670,000","654,000",52.47K,-0.53%
2018년 06월 06일,"661,500","666,500","669,500","650,500",25.11K,-0.75%
2018년 06월 05일,"666,500","652,000","673,000","636,000",32.31K,2.22%
2018년 06월 04일,"652,000","675,000","683,000","640,000",47.46K,-3.41%
2018년 06월 03일,"675,000","644,500","682,000","644,000",40.05K,4.73%
2018년 06월 02일,"644,500","637,500","652,500","633,500",35.86K,1.10%
2018년 06월 01일,"637,500","638,500","648,500","625,000",45.26K,-0.23%
2018년 05월 31일,"639,000","619,500","644,500","614,500",45.62K,3.23%
2018년 05월 30일,"619,000","631,000","651,500","602,000",58.33K,-1.90%
2018년 05월 29일,"631,000","568,000","635,500","567,500",68.36K,11.19%
2018년 05월 28일,"567,500","636,000","641,000","564,000",78.97K,-10.49%
2018년 05월 27일,"634,000","651,500","655,500","621,500",37.41K,-2.69%
2018년 05월 26일,"651,500","653,500","670,000","645,500",36.26K,-0.31%
2018년 05월 25일,"653,500","667,500","681,500","635,500",67.18K,-2.02%
2018년 05월 24일,"667,000","653,500","686,500","619,500",88.55K,2.07%
2018년 05월 23일,"653,500","721,000","730,500","645,500",101.67K,-9.30%
2018년 05월 22일,"720,500","775,500","778,500","720,500",56.58K,-7.09%
2018년 05월 21일,"775,500","787,000","793,500","766,000",47.65K,-1.40%
2018년 05월 20일,"786,500","771,000","792,500","760,500",34.63K,2.01%
2018년 05월 19일,"771,000","771,000","790,000","760,000",34.46K,-0.13%
2018년 05월 18일,"772,000","753,000","773,500","736,500",51.83K,2.52%
2018년 05월 17일,"753,000","788,000","798,000","747,000",56.74K,-4.44%
2018년 05월 16일,"788,000","792,000","798,000","754,000",76.32K,-0.51%
2018년 05월 15일,"792,000","823,000","828,000","782,500",74.73K,-3.88%
2018년 05월 14일,"824,000","822,000","830,000","780,000",99.81K,0.00%
2018년 05월 13일,"824,000","766,500","831,000","750,000",74.63K,7.50%
2018년 05월 12일,"766,500","745,500","772,000","702,500",96.30K,2.82%
2018년 05월 11일,"745,500","801,500","815,000","659,500",121.32K,-6.99%
2018년 05월 10일,"801,500","838,500","851,500","798,500",76.51K,-4.41%
2018년 05월 09일,"838,500","834,500","842,000","788,000",92.23K,0.48%
2018년 05월 08일,"834,500","839,500","863,000","804,500",102.75K,-0.60%
2018년 05월 07일,"839,500","878,500","881,500","783,500",177.67K,-4.44%
2018년 05월 06일,"878,500","900,500","926,500","842,000",113.66K,-2.44%
2018년 05월 05일,"900,500","861,500","909,000","858,500",85.73K,4.53%
2018년 05월 04일,"861,500","855,000","885,500","832,000",138.44K,0.76%
2018년 05월 03일,"855,000","747,000","871,000","745,500",198.70K,14.53%
2018년 05월 02일,"746,500","732,500","750,500","726,500",53.27K,1.84%
2018년 05월 01일,"733,000","735,000","744,000","695,500",70.07K,-0.27%
2018년 04월 30일,"735,000","744,000","759,500","729,500",81.09K,-1.47%
2018년 04월 29일,"746,000","734,000","752,000","720,500",71.91K,1.63%
2018년 04월 28일,"734,000","707,000","745,000","701,500",54.60K,3.82%
2018년 04월 27일,"707,000","723,500","745,000","704,000",70.04K,-2.28%
2018년 04월 26일,"723,500","684,000","726,000","658,500",99.72K,5.77%
2018년 04월 25일,"684,000","770,000","771,000","660,000",187.59K,-11.17%
2018년 04월 24일,"770,000","703,000","777,000","701,500",155.37K,9.53%
2018년 04월 23일,"703,000","677,000","710,000","674,000",78.72K,3.84%
2018년 04월 22일,"677,000","659,000","696,000","642,000",73.51K,2.73%
2018년 04월 21일,"659,000","665,000","680,000","619,500",100.77K,-0.90%
2018년 04월 20일,"665,000","616,000","672,500","600,000",148.29K,7.95%
2018년 04월 19일,"616,000","557,000","621,000","552,000",115.48K,10.59%
2018년 04월 18일,"557,000","540,000","558,500","539,500",64.46K,3.05%
2018년 04월 17일,"540,500","549,000","550,000","537,500",57.57K,-1.55%
2018년 04월 16일,"549,000","552,500","562,500","533,000",71.19K,-0.63%
2018년 04월 15일,"552,500","522,500","553,000","518,500",61.79K,5.74%
2018년 04월 14일,"522,500","524,000","543,000","503,500",67.18K,-0.29%
2018년 04월 13일,"524,000","508,000","555,000","496,500",164.06K,3.15%
2018년 04월 12일,"508,000","459,000","518,000","442,500",179.01K,10.68%
2018년 04월 11일,"459,000","449,000","462,000","444,000",81.67K,2.23%
2018년 04월 10일,"449,000","438,500","453,000","427,500",56.10K,2.39%
2018년 04월 09일,"438,500","433,000","465,500","425,000",126.15K,1.15%
2018년 04월 08일,"433,500","419,500","436,000","418,500",37.48K,3.34%
2018년 04월 07일,"419,500","406,000","427,500","404,500",41.40K,3.33%
2018년 04월 06일,"406,000","416,500","422,000","400,000",53.70K,-2.52%
2018년 04월 05일,"416,500","417,000","424,000","401,000",76.53K,-0.12%
2018년 04월 04일,"417,000","454,000","455,000","406,000",84.96K,-8.15%
2018년 04월 03일,"454,000","420,000","457,000","416,000",81.32K,8.10%
2018년 04월 02일,"420,000","415,000","434,000","409,000",61.03K,1.20%
2018년 04월 01일,"415,000","436,000","441,000","395,000",73.57K,-4.82%
2018년 03월 31일,"436,000","435,000","463,000","431,000",88.68K,0.23%
2018년 03월 30일,"435,000","425,000","455,000","406,000",127.09K,2.35%
2018년 03월 29일,"425,000","490,000","492,000","425,000",115.56K,-13.27%
2018년 03월 28일,"490,000","497,000","511,000","487,000",67.63K,-1.61%
2018년 03월 27일,"498,000","541,000","546,000","495,000",93.57K,-7.95%
2018년 03월 26일,"541,000","586,000","593,000","523,000",67.60K,-7.68%
2018년 03월 25일,"586,000","583,000","598,000","575,000",34.78K,0.34%
2018년 03월 24일,"584,000","601,000","606,000","581,000",47.28K,-2.83%
2018년 03월 23일,"601,000","607,000","607,000","569,000",78.40K,-0.99%
2018년 03월 22일,"607,000","625,000","636,000","579,000",88.22K,-2.88%
2018년 03월 21일,"625,000","615,000","657,000","608,000",125.60K,1.63%
2018년 03월 20일,"615,000","630,000","632,000","570,000",137.11K,-2.38%
2018년 03월 19일,"630,000","589,000","631,000","569,000",146.59K,6.96%
2018년 03월 18일,"589,000","603,000","620,000","501,000",108.01K,-2.48%
2018년 03월 17일,"604,000","658,000","669,000","592,000",35.62K,-8.21%
2018년 03월 16일,"658,000","672,000","679,000","645,000",46.70K,-2.08%
2018년 03월 15일,"672,000","681,000","690,000","625,000",69.79K,-1.32%
2018년 03월 14일,"681,000","763,000","776,000","657,000",51.51K,-10.75%
2018년 03월 13일,"763,000","779,000","784,000","751,000",31.72K,-2.05%
2018년 03월 12일,"779,000","792,000","813,000","758,000",38.32K,-1.77%
2018년 03월 11일,"793,000","766,000","803,000","749,000",39.12K,3.52%
2018년 03월 10일,"766,000","815,000","839,000","760,000",39.12K,-6.01%
2018년 03월 09일,"815,000","787,000","819,000","712,000",61.08K,3.56%
2018년 03월 08일,"787,000","842,000","864,000","782,000",42.75K,-6.53%
2018년 03월 07일,"842,000","911,000","923,000","824,000",55.86K,-7.57%
2018년 03월 06일,"911,000","942,000","944,000","905,000",37.04K,-3.29%
2018년 03월 05일,"942,000","947,000","953,000","941,000",34.98K,-0.63%
2018년 03월 04일,"948,000","956,000","968,000","927,000",31.75K,-0.84%
2018년 03월 03일,"956,000","965,000","968,000","951,000",18.23K,-0.93%
2018년 03월 02일,"965,000","974,000","981,000","958,000",26.43K,-0.92%
2018년 03월 01일,"974,000","977,000","982,000","960,000",23.82K,-0.20%
2018년 02월 28일,"976,000","982,000","994,000","970,000",32.02K,-0.61%
2018년 02월 27일,"982,000","989,000","1,000,000","972,000",35.25K,-0.71%
2018년 02월 26일,"989,000","983,000","1,001,000","964,000",45.70K,0.61%
2018년 02월 25일,"983,000","988,000","1,000,000","951,000",30.03K,-0.51%
2018년 02월 24일,"988,000","1,015,000","1,031,000","966,000",43.16K,-2.66%
2018년 02월 23일,"1,015,000","957,000","1,030,000","925,000",74.50K,6.06%
2018년 02월 22일,"957,000","1,022,000","1,038,000","945,000",77.94K,-6.54%
2018년 02월 21일,"1,024,000","1,064,000","1,086,000","994,000",87.02K,-3.76%
2018년 02월 20일,"1,064,000","1,067,000","1,105,000","1,062,000",79.89K,-0.28%
2018년 02월 19일,"1,067,000","1,049,000","1,074,000","1,048,000",48.37K,1.72%
2018년 02월 18일,"1,049,000","1,084,000","1,114,000","1,020,000",88.68K,-3.23%
2018년 02월 17일,"1,084,000","1,058,000","1,090,000","1,055,000",58.40K,2.46%
2018년 02월 16일,"1,058,000","1,051,000","1,087,000","1,040,000",60.78K,0.67%
2018년 02월 15일,"1,051,000","1,018,000","1,079,000","1,008,000",81.11K,3.24%
2018년 02월 14일,"1,018,000","971,000","1,033,000","970,000",89.53K,4.84%
2018년 02월 13일,"971,000","987,000","989,000","950,000",53.50K,-1.62%
2018년 02월 12일,"987,000","933,000","995,000","933,000",58.69K,5.67%
2018년 02월 11일,"934,000","989,000","994,000","900,000",84.15K,-5.56%
2018년 02월 10일,"989,000","1,011,000","1,067,000","950,000",145.11K,-2.18%
2018년 02월 09일,"1,011,000","935,000","1,014,000","899,000",128.94K,8.13%
2018년 02월 08일,"935,000","831,000","949,000","829,000",162.62K,12.52%
2018년 02월 07일,"831,000","874,000","921,000","790,000",199.08K,-4.81%
2018년 02월 06일,"873,000","787,000","890,000","621,000",329.11K,10.93%
2018년 02월 05일,"787,000","910,000","934,000","754,000",146.07K,-13.52%
2018년 02월 04일,"910,000","1,002,000","1,049,000","881,000",117.82K,-9.18%
2018년 02월 03일,"1,002,000","982,000","1,059,000","879,000",147.55K,2.04%
2018년 02월 02일,"982,000","1,135,000","1,138,000","746,000",362.19K,-13.48%
2018년 02월 01일,"1,135,000","1,253,000","1,308,000","1,100,000",180.32K,-9.42%
2018년 01월 31일,"1,253,000","1,225,000","1,258,000","1,118,000",119.21K,2.29%
2018년 01월 30일,"1,225,000","1,343,000","1,352,000","1,200,000",123.80K,-8.79%
2018년 01월 29일,"1,343,000","1,392,000","1,415,000","1,302,000",126.41K,-3.45%
2018년 01월 28일,"1,391,000","1,250,000","1,443,000","1,240,000",334.78K,11.28%
2018년 01월 27일,"1,250,000","1,213,000","1,266,000","1,175,000",85.16K,3.05%
2018년 01월 26일,"1,213,000","1,216,000","1,249,000","1,092,000",133.30K,-0.16%
2018년 01월 25일,"1,215,000","1,262,000","1,309,000","1,178,000",135.94K,-3.57%
2018년 01월 24일,"1,260,000","1,183,000","1,328,000","1,143,000",177.35K,6.51%
2018년 01월 23일,"1,183,000","1,290,000","1,294,000","1,118,000",116.41K,-8.29%
2018년 01월 22일,"1,290,000","1,325,000","1,350,000","1,173,000",104.24K,-2.64%
2018년 01월 21일,"1,325,000","1,509,000","1,527,000","1,251,000",135.00K,-12.19%
2018년 01월 20일,"1,509,000","1,378,000","1,524,000","1,369,000",181.54K,9.51%
2018년 01월 19일,"1,378,000","1,335,000","1,405,000","1,308,000",131.15K,3.22%
2018년 01월 18일,"1,335,000","1,344,600","1,490,000","1,210,000",271.78K,-0.71%
2018년 01월 17일,"1,344,600","1,314,300","1,470,000","986,100",345.76K,2.31%
2018년 01월 16일,"1,314,300","1,789,400","1,796,700","1,000,100",387.07K,-26.55%
2018년 01월 15일,"1,789,400","1,895,300","1,999,300","1,754,500",167.90K,-5.80%
2018년 01월 14일,"1,899,600","2,027,000","2,033,700","1,777,000",175.85K,-5.97%
2018년 01월 13일,"2,020,100","1,874,800","2,099,900","1,824,000",223.12K,8.25%
2018년 01월 12일,"1,866,200","1,654,600","1,896,000","1,554,600",357.80K,13.10%
2018년 01월 11일,"1,650,100","1,780,000","1,975,000","1,520,000",414.13K,-7.29%
2018년 01월 10일,"1,779,900","2,055,800","2,345,000","1,606,000",491.46K,-13.08%
2018년 01월 09일,"2,047,800","1,845,000","2,163,600","1,730,400",329.51K,11.03%
2018년 01월 08일,"1,844,300","1,784,800","1,994,900","1,560,000",316.11K,3.05%
2018년 01월 07일,"1,789,700","1,549,500","1,798,400","1,513,600",175.19K,15.25%
2018년 01월 06일,"1,552,900","1,484,100","1,552,900","1,449,900",129.17K,4.30%
2018년 01월 05일,"1,488,900","1,401,300","1,574,000","1,385,000",219.75K,6.28%
2018년 01월 04일,"1,400,900","1,275,500","1,480,200","1,250,200",213.73K,9.65%
2018년 01월 03일,"1,277,600","1,163,000","1,314,200","1,150,600",189.59K,10.24%
2018년 01월 02일,"1,158,900","1,046,300","1,248,900","1,045,500",336.71K,10.60%
2018년 01월 01일,"1,047,800","1,025,700","1,076,500","1,015,900",103.16K,2.03%
