날짜,종가,오픈,고가,저가,거래량,변동 %
2020년 11월 30일,"666,000","634,000","666,000","633,000",28.60K,5.05%
2020년 11월 29일,"634,000","591,500","634,000","585,000",20.95K,7.19%
2020년 11월 28일,"591,500","578,500","591,500","578,500",23.48K,2.25%
2020년 11월 27일,"578,500","583,500","585,000","578,500",10.72K,-0.86%
2020년 11월 26일,"583,500","633,500","633,500","583,500",30.16K,-7.89%
2020년 11월 25일,"633,500","662,500","662,500","633,500",43.96K,-4.31%
2020년 11월 24일,"662,000","667,000","667,000","653,500",24.66K,-0.75%
2020년 11월 23일,"667,000","618,000","667,000","618,000",31.94K,7.75%
2020년 11월 22일,"619,000","601,500","619,000","585,500",39.73K,2.91%
2020년 11월 21일,"601,500","565,000","601,500","565,000",34.82K,6.65%
2020년 11월 20일,"564,000","524,500","564,000","524,500",19.70K,7.53%
2020년 11월 19일,"524,500","530,500","530,500","521,000",8.31K,-1.13%
2020년 11월 18일,"530,500","528,000","530,500","528,000",14.38K,0.47%
2020년 11월 17일,"528,000","503,500","528,000","503,500",26.78K,4.87%
2020년 11월 16일,"503,500","496,800","504,000","496,800",8.85K,1.35%
2020년 11월 15일,"496,800","509,500","509,500","496,800",15.29K,-2.49%
2020년 11월 14일,"509,500","524,000","524,000","509,500",7.22K,-2.77%
2020년 11월 13일,"524,000","511,000","524,000","511,000",9.56K,2.54%
2020년 11월 12일,"511,000","514,500","514,500","511,000",13.51K,-0.68%
2020년 11월 11일,"514,500","500,500","514,500","500,500",15.07K,2.80%
2020년 11월 10일,"500,500","496,000","501,500","496,000",10.21K,1.01%
2020년 11월 09일,"495,500","508,000","508,000","495,500",17.03K,-2.27%
2020년 11월 08일,"507,000","489,300","507,000","489,300",10.90K,3.62%
2020년 11월 07일,"489,300","508,500","508,500","489,300",34.52K,-3.87%
2020년 11월 06일,"509,000","464,500","509,000","464,500",24.63K,9.58%
2020년 11월 05일,"464,500","453,700","464,600","449,600",26.92K,2.40%
2020년 11월 04일,"453,600","438,600","453,600","433,900",35.30K,3.42%
2020년 11월 03일,"438,600","435,800","438,600","435,800",8.32K,0.64%
2020년 11월 02일,"435,800","448,000","448,000","435,800",7.18K,-2.70%
2020년 11월 01일,"447,900","437,600","447,900","437,600",13.61K,2.35%
2020년 10월 31일,"437,600","433,100","437,600","433,100",5.51K,1.04%
2020년 10월 30일,"433,100","437,900","437,900","433,100",6.00K,-1.14%
2020년 10월 29일,"438,100","441,500","441,500","438,100",9.08K,-0.77%
2020년 10월 28일,"441,500","452,400","452,400","441,500",11.54K,-2.39%
2020년 10월 27일,"452,300","444,300","452,300","443,100",12.43K,1.80%
2020년 10월 26일,"444,300","457,700","457,700","444,300",23.27K,-2.89%
2020년 10월 25일,"457,500","464,200","464,200","457,500",5.97K,-1.44%
2020년 10월 24일,"464,200","461,800","464,200","461,800",6.49K,0.52%
2020년 10월 23일,"461,800","465,000","465,000","461,800",11.60K,-0.67%
2020년 10월 22일,"464,900","440,000","464,900","440,000",16.68K,5.56%
2020년 10월 21일,"440,400","422,000","444,000","422,000",29.99K,4.36%
2020년 10월 20일,"422,000","432,700","432,700","422,000",9.07K,-2.47%
2020년 10월 19일,"432,700","433,700","433,700","429,800",7.90K,-0.23%
2020년 10월 18일,"433,700","423,300","433,700","423,300",3.83K,2.46%
2020년 10월 17일,"423,300","421,200","423,300","421,200",2.86K,0.50%
2020년 10월 16일,"421,200","434,100","434,100","421,200",5.12K,-2.97%
2020년 10월 15일,"434,100","436,000","436,000","434,100",8.45K,-0.44%
2020년 10월 14일,"436,000","437,700","437,700","436,000",8.59K,-0.39%
2020년 10월 13일,"437,700","442,000","442,000","437,700",8.14K,-0.97%
2020년 10월 12일,"442,000","425,400","442,000","425,400",22.00K,3.90%
2020년 10월 11일,"425,400","421,900","426,100","421,900",4.38K,0.83%
2020년 10월 10일,"421,900","416,800","421,900","416,800",9.75K,1.22%
2020년 10월 09일,"416,800","403,600","416,800","403,000",12.23K,3.27%
2020년 10월 08일,"403,600","397,900","403,600","397,100",9.00K,1.43%
2020년 10월 07일,"397,900","399,000","399,000","397,900",7.34K,-0.28%
2020년 10월 06일,"399,000","411,000","411,000","399,000",18.13K,-2.92%
2020년 10월 05일,"411,000","411,400","411,400","408,900",5.58K,-0.15%
2020년 10월 04일,"411,600","406,300","411,600","406,300",7.64K,1.30%
2020년 10월 03일,"406,300","406,600","407,900","406,300",4.45K,-0.07%
2020년 10월 02일,"406,600","413,700","413,700","406,600",8.13K,-1.72%
2020년 10월 01일,"413,700","418,400","426,100","413,700",24.36K,-1.12%
2020년 09월 30일,"418,400","418,000","418,400","414,300",8.03K,0.10%
2020년 09월 29일,"418,000","412,100","418,000","412,000",8.65K,1.43%
2020년 09월 28일,"412,100","415,000","415,000","412,100",14.11K,-0.70%
2020년 09월 27일,"415,000","411,900","417,000","411,900",8.82K,0.75%
2020년 09월 26일,"411,900","409,500","411,900","409,500",7.95K,0.59%
2020년 09월 25일,"409,500","406,400","409,500","406,400",17.04K,0.76%
2020년 09월 24일,"406,400","373,400","406,400","373,400",21.45K,8.78%
2020년 09월 23일,"373,600","403,400","403,400","373,600",33.70K,-7.39%
2020년 09월 22일,"403,400","400,600","403,400","399,000",8.24K,0.65%
2020년 09월 21일,"400,800","435,600","435,600","400,800",23.13K,-7.99%
